,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist,duration,popularity,rd_year,release_date,track_name
332,0.282,0.862,176173,0.903,5TYniOEJH3JmtLb4NxkK2i,0.784,2,0.0901,-3.379,1,0.0415,138.041,4,0.771,Crazy Frog,176173,0,2013,2013-05-20,Axel F
333,0.000153,0.399,310440,0.949,59iMndgRxDOBjIZtt8YAUW,0.000127,11,0.141,-2.431,1,0.0474,120.948,4,0.269,Oasis,310440,51,2005,2005-05-30,Lyla
334,0.339,0.634,235800,0.526,3nKeNPOQXlQhT7vPPdwDaq,0.0,5,0.257,-7.881,0,0.0333,90.087,4,0.623,Akon,235800,54,2005,2005-01-01,Lonely - Old Version
335,0.203,0.513,186747,0.579,45THyKtGoxYSVf61XXfTGd,0.0,1,0.0991,-5.259,1,0.027,129.886,4,0.259,McFly,186746,44,2006,2006-01-01,All About You
336,0.129,0.506,297427,0.93,0IOgCgSDoRBHK9uNTpJnbx,0.00682,4,0.0931,-3.499,1,0.0675,146.994,4,0.305,Stereophonics,297426,18,2005,2005-01-01,Dakota
337,0.00676,0.642,253693,0.509,15AzE4Ua8dsSSooZEhkO7i,2.5e-06,7,0.162,-9.991,1,0.0721,169.751,4,0.504,Nelly,253190,21,2005,2005-01-01,Over And Over - Album Version / Explicit
338,0.0197,0.578,225667,0.78,2t4H5c7vY2A9CY4tJFiBZT,0.0,10,0.632,-5.55,0,0.317,193.979,4,0.403,Jennifer Lopez,225666,13,2005,2005-02-14,Get Right
339,0.00275,0.53,305080,0.597,6fzcnVO0X2cpYjsHk19GJo,0.473,2,0.105,-5.652,1,0.0247,96.0,4,0.346,U2,305080,57,2004,2004-01-01,Sometimes You Can't Make It On Your Own
340,0.0219,0.655,295667,0.762,6AnfqcIa7IyrCMtgh5P6Wc,0.000446,8,0.093,-3.427,0,0.312,82.656,4,0.368,Eminem,295666,23,2005,2005-12-06,Like Toy Soldiers
341,0.642,0.643,194600,0.491,1XunTmhOcj3xwh4b8P3isX,0.00972,4,0.286,-9.312,1,0.0344,126.399,4,0.753,Elvis Presley,194600,59,2002,2002-09-24,It's Now or Never
342,0.0277,0.826,223000,0.647,3dFwpxh2yH7C7p9BGEKLVB,1.52e-06,5,0.298,-6.306,0,0.0491,102.017,4,0.872,Ciara,223000,65,2004,2004-09-24,Goodies
343,0.765,0.646,152427,0.618,1W5Vp1lP4uhlxyUwgxQq4f,1.33e-06,4,0.304,-6.978,1,0.0339,80.19,4,0.772,Elvis Presley,152426,42,2002,2002-09-24,One Night
344,0.314,0.635,155333,0.672,6pyex9B1kBoRIuabBAc4m8,5.03e-06,10,0.0688,-6.788,0,0.0637,166.903,4,0.895,Elvis Presley,155333,57,2002,2002-09-24,Jailhouse Rock
345,0.0829,0.327,305533,0.781,3drPcekysGfjSyicFRLP7X,0.0,0,0.673,-6.773,1,0.0462,128.068,4,0.273,Band Aid 20,305533,3,2004,2004-01-01,Do They Know It's Christmas? - 2004 Version
346,0.0766,0.502,224227,0.72,5uJyMQVvmzW1hm8AYz9Xmk,0.00055,6,0.16,-4.646,1,0.0267,136.069,4,0.349,Girls Aloud,224226,16,2004,2004-01-01,I'll Stand By You
347,0.000138,0.416,193520,0.819,1gVVSmhWjci8l9Vrsl6HaS,0.00108,9,0.147,-3.974,1,0.0613,140.083,4,0.632,U2,193520,64,2004,2004-01-01,Vertigo
348,0.0596,0.951,248600,0.623,0ejoA3sOgQpHHvsTb3GDW3,4.36e-05,8,0.251,-3.603,1,0.0503,121.006,4,0.957,Eminem,248600,1,2005,2005-12-06,Just Lose It
349,0.277,0.663,270507,0.777,5MTqczrMNkxZbFghiopgHL,0.0,11,0.0466,-4.954,0,0.109,92.681,4,0.758,Ja Rule,270506,6,2004,2004-01-01,Wonderful
350,0.00732,0.609,231107,0.874,2r7J1AX8x0JcPPVpCSrKer,0.034,5,0.288,-4.953,0,0.0367,130.015,4,0.834,Robbie Williams,231107,36,2010,2010-01-01,Radio
351,0.00427,0.597,171360,0.837,3uLSUZEmTY50H6Kw17lpfW,0.00114,10,0.839,-6.518,1,0.375,126.342,4,0.447,Eric Prydz,171360,19,2004,2004-09-13,Call On Me - Radio Edit
352,0.0188,0.388,225720,0.437,7wkFy7MIZJhFd17X4g4AIx,0.0,3,0.128,-11.906,1,0.0289,165.793,4,0.182,Brian McFadden,225720,29,2009,2009-01-29,Real to Me
353,0.115,0.621,272613,0.695,5LjboCwi3RynJARKqnvHmT,8.05e-06,4,0.0837,-5.37,1,0.0666,163.36,4,0.687,Nelly,272613,32,2004,2004-07-16,My Place - Radio Edit
354,0.0322,0.734,216360,0.635,6QLU1GKy2Zh2mOh2uoJ0TV,0.0,5,0.0808,-7.03,1,0.0816,96.99,4,0.931,Natasha Bedingfield,216360,67,2004,2004-08-30,These Words
355,0.351,0.817,153995,0.719,0dAn58pe2GWDTlqa2Th4mP,3.33e-06,0,0.0641,-6.858,1,0.0982,137.947,4,0.838,3 Of A Kind,154386,60,2004,2004-01-01,Babycakes
356,0.00132,0.445,188893,0.872,4NfqVRtsXNfe8HuKgQWDTL,0.0,4,0.185,-3.883,1,0.0383,100.002,4,0.547,Busted,188893,44,2004,2004-01-01,Thunderbirds Are Go
357,0.53,0.66,269093,0.479,3PEx44by2Pe7E6M8tgqE5N,0.0,9,0.102,-7.364,1,0.247,80.027,4,0.471,The Streets,269093,56,2004,2004-05-11,Dry Your Eyes
358,0.00195,0.77,336800,0.831,1seF5FpRtNXsmNxlEDDxuN,0.216,5,0.136,-5.754,1,0.0512,123.931,4,0.698,The Shapeshifters,336800,54,2006,2006-01-01,Lola's Theme
359,0.314,0.796,231933,0.477,7z3N2W7Xz1t2G2sAO8wFVH,0.0,1,0.12,-7.161,1,0.108,119.928,4,0.685,Usher,231933,66,2004,2004-03-23,Burn - Confession Special Edition Version
360,0.193,0.642,198880,0.856,2iPIMWQYcrvV6MDlnEgw4i,0.0,1,0.11,-2.273,1,0.0314,130.583,4,0.755,McFly,198880,9,2004,2004-01-01,Obviously
361,0.965,0.562,230320,0.286,5r55eZvOijyYZRPCdQbu85,4.45e-05,3,0.115,-12.84,1,0.0288,109.561,4,0.116,Britney Spears,230320,51,2004,2004-11-08,Everytime
362,0.332,0.84,257360,0.493,3pYcGuasNwouukvgQcgo9a,0.00105,11,0.121,-5.9,0,0.0475,96.998,4,0.361,Mario Winans,257360,17,2005,2005-04-20,I Don't Wanna Know (feat. Enya And P. Diddy)
363,0.0978,0.811,198160,0.617,3kuEss8fQw9XcHZxedfTqt,3.69e-06,8,0.45,-3.484,1,0.189,141.007,4,0.59,Frankee,198160,35,2016,2016-10-21,F.U.R.B. (F U Right Back)
364,0.0957,0.834,224173,0.623,3K67L83YEiEo6Wyir4pkDU,4.07e-06,0,0.0625,-6.236,0,0.06,68.49,4,0.499,Eamon,224173,55,2004,2004-04-05,Fuck It (I Don't Want You Back)
365,0.0264,0.464,177453,0.901,3F9bjX7NbmiZLpYFUKTU2l,0.0,7,0.233,-3.421,1,0.0462,97.978,4,0.636,McFly,177453,2,2004,2004-01-01,Five Colours In Her Hair
366,0.0183,0.894,250373,0.791,5rb9QrpfcKFHM1EUbSIurX,0.0,2,0.0388,-4.699,1,0.112,105.018,4,0.583,Usher,250373,81,2004,2004-03-23,Yeah! (feat. Lil Jon & Ludacris)
367,0.0415,0.853,222173,0.923,5DEydeBu25noIyDtpSf2h2,0.00744,11,0.242,-5.597,1,0.136,131.026,4,0.84,DJ Casper,222173,22,2014,2014-01-01,Cha Cha Slide - Hardino Mix
368,0.027,0.774,198813,0.839,26nr9XnFCYWxBTIP7HyWXg,0.0166,5,0.252,-3.948,0,0.114,142.985,4,0.923,Britney Spears,198813,56,2004,2004-11-08,Toxic
369,0.14,0.655,217107,0.822,3GCpEbJzknVdpvx9WI03x3,0.0,8,0.298,-5.755,1,0.211,171.983,4,0.859,Peter Andre,217106,63,2004,2004-06-07,Mysterious Girl - Radio Edit
370,0.0026,0.592,210559,0.877,3bikxUy7Llx2WWb0rcpvvx,0.0,4,0.0962,-4.608,1,0.0389,140.021,4,0.477,Busted,210558,0,2003,2003-01-01,Who's David
371,0.00275,0.668,169262,0.902,4ooxI8ZZqjepaRJwF9m70r,0.025,6,0.528,-5.386,1,0.0367,128.619,4,0.682,LMC,169261,3,2015,2015-11-27,Take Me To The Clouds Above (Radio Edit) [LMC Vs. U2] - LMC Vs. U2 / Radio Edit
372,0.614,0.528,262293,0.639,3VLEQvzk2IqoWbHpjnFuPK,5.03e-06,6,0.111,-4.879,1,0.0313,128.231,4,0.308,Michelle McManus,262293,35,2004,2004-01-26,All This Time
373,0.976,0.345,189507,0.0581,3JOVTQ5h8HGFnDdp4VT3MP,0.000366,3,0.103,-17.217,1,0.0374,174.117,4,0.304,Gary Jules,189506,71,2002,2002-01-01,Mad World (Feat. Michael Andrews)
374,0.827,0.363,247013,0.154,4UKfhvNt7xZja57NIENZkk,1.57e-05,0,0.115,-13.849,1,0.0292,78.799,3,0.117,Kelly Osbourne,247013,0,2003,2003-01-01,Changes
375,0.141,0.639,213013,0.456,4mZsyuthp695XQWwb2g3qe,0.0,6,0.133,-8.612,1,0.0391,81.988,4,0.372,Will Young,213013,58,2003,2003-11-28,Leave Right Now
376,0.254,0.447,199320,0.636,48jd71gnyIlLdXOYX2qJ6p,9.25e-05,5,0.11,-5.08,1,0.0278,105.678,4,0.376,Westlife,199320,51,2003,2003-11-22,Mandy
377,0.00107,0.43,158720,0.944,0Moy3K17gGUH6SFwNPIDdU,0.0,8,0.337,-3.99,1,0.049,180.1,4,0.661,Busted,158720,6,2003,2003-01-01,Crashed The Wedding
378,0.0133,0.772,193667,0.845,3Q88P7QB30k4iT4kty7nyZ,0.166,6,0.139,-8.082,1,0.0468,114.997,4,0.573,Kylie Minogue,193666,48,2003,2003-10-27,Slow
379,0.000963,0.646,165480,0.716,29TJpH7vOyURlvEVVTMXwq,0.0,7,0.368,-6.474,1,0.294,101.173,4,0.616,Fatman Scoop,165480,55,2003,2003-01-01,Be Faithful
380,0.0303,0.785,218173,0.933,0ei6GEDD2dV6U2507Po9ma,0.0,6,0.137,-4.629,0,0.0309,125.011,4,0.962,Sugababes,218173,31,2003,2003-01-01,Hole In The Head
381,0.111,0.834,272533,0.699,7oPnZNl1acGA7ELxsNirrR,0.0,5,0.131,-3.222,1,0.196,94.069,4,0.803,The Black Eyed Peas,272533,67,2003,2003-01-01,Where Is The Love?
382,0.266,0.806,210500,0.74,3YdJzolD4HFvWGioELW2pC,0.00237,2,0.137,-4.695,1,0.0313,116.507,4,0.739,Elton John,210500,63,2003,2003-01-01,Are You Ready For Love - '79 Version Radio Edit
383,0.048,0.8,228000,0.663,1BPybPVkDfUjFDvqG04l58,0.0,2,0.252,-3.832,1,0.0324,91.934,4,0.472,Blu Cantrell,228000,65,2003,2003-06-11,Breathe - Rap Version
384,0.301,0.496,233493,0.562,5hZAS7vmER5XJYCFcSuV8p,0.0,7,0.418,-6.298,1,0.0297,140.085,4,0.359,Daniel Bedingfield,233493,37,2002,2002-01-01,Never Gonna Leave Your Side
385,0.00249,0.646,236133,0.77,5IVuqXILoxVWvWEPm82Jxr,0.0,2,0.0715,-6.596,0,0.226,99.165,4,0.681,Beyoncé,236133,78,2003,2003-06-24,Crazy In Love
386,0.00749,0.312,235893,0.946,646J2jOtUe4Jflrmh6JFjN,2.93e-06,4,0.288,-3.209,0,0.107,189.892,4,0.297,Evanescence,235893,17,2003,2003-01-01,Bring Me To Life
387,0.338,0.802,196240,0.325,29pIgBybQFDDuZEu2wMaEA,0.0,10,0.0897,-9.762,0,0.15,66.493,4,0.73,R. Kelly,196240,48,2003,2003-01-01,Ignition
388,0.0343,0.629,228653,0.914,1zEru7ZuZFzkjRoUDvsWQ6,0.531,6,0.095,-7.344,0,0.0382,131.961,4,0.724,Tomcraft,228653,52,2003,2003-01-01,Loneliness - Radio Cut
389,0.000116,0.433,167333,0.89,27awqV5oMYG3YQSOWmcSMh,0.0,11,0.307,-5.581,1,0.0516,163.945,4,0.769,Busted,167333,44,2002,2002-01-01,You Said No
390,0.0118,0.884,212400,0.881,3UZK9yD18Mtzb6MgYBmuLW,0.568,8,0.0358,-4.898,1,0.113,124.832,4,0.675,Room 5,212400,58,2003,2003-01-01,Make Luv - Live
391,0.0113,0.575,206973,0.924,25lhSmtbwemCL9VG51fEzw,0.0,9,0.199,-2.217,1,0.0381,127.975,4,0.9,Gareth Gates,206973,30,2003,2003-09-20,Spirit In The Sky - With Special Guests 'The Kumars'
392,0.578,0.457,238560,0.573,3TCauNPqFiniaYHBvEVoHG,3.05e-06,5,0.114,-3.866,0,0.0275,76.193,4,0.0992,Christina Aguilera,238560,73,2002,2002-07-19,Beautiful
393,0.0359,0.604,214440,0.831,6tBdTwcyyGq1HU3PXgZK82,0.00854,5,0.105,-5.72,0,0.0387,89.994,4,0.447,t.A.T.u.,214440,16,2002,2002-01-01,All The Things She Said
394,0.0938,0.452,235907,0.546,4XUuCHL68KXwJxHjgERWzd,0.000127,9,0.124,-6.818,1,0.026,169.454,3,0.197,David Sneddon,235906,22,2003,2003-01-01,Stop Living The Lie
395,0.00344,0.568,221427,0.867,0SKjqIViHaXWhmaKuJbMrq,4.67e-05,11,0.328,-5.861,1,0.0365,163.944,4,0.88,Girls Aloud,221426,61,2003,2003-01-01,Sound Of The Underground
396,0.19,0.566,221893,0.586,2We955n2EKpmbKm2H8kWYz,1.3e-05,7,0.379,-6.889,0,0.0313,78.964,4,0.436,Blue,221893,45,2003,2003-03-01,Sorry Seems To Be The Hardest Word - feat.Elton John
397,0.00922,0.689,320627,0.735,7MJQ9Nfxzh8LPZ9e9u68Fq,0.00072,2,0.365,-4.545,1,0.267,171.403,4,0.059,Eminem,320626,54,2014,2014-11-24,Lose Yourself
398,0.529,0.678,257027,0.561,6B6aCxSBsECsulzOkJRxGv,0.0,10,0.108,-7.656,1,0.0311,119.978,4,0.285,Daniel Bedingfield,257026,61,2002,2002-01-01,If You're Not The One
399,0.107,0.64,298853,0.889,59ZTxQo8rBycIXPLUIKvE2,0.0,2,0.339,-3.073,1,0.322,99.931,4,0.436,Christina Aguilera,298853,71,2002,2002-07-19,Dirrty (feat. Redman)
400,0.316,0.414,271827,0.563,3VBmCPDcJ4LXBXUVnrox4Y,0.0,7,0.0856,-5.361,1,0.0249,81.008,3,0.261,Westlife,271826,3,2015,2015-05-21,Unbreakable - Single Remix
401,0.00107,0.565,235000,0.942,0KT6DLAELYSbgfUemzwGPX,0.000393,8,0.152,-6.821,1,0.0518,137.972,4,0.569,DJ Sammy,235000,64,2002,2002-08-06,Heaven (featuring Do)
402,0.208,0.73,289160,0.551,18vdhCWxqPohnPwicDi3Xr,0.000121,2,0.181,-8.172,0,0.152,168.118,4,0.604,Nelly,289160,63,2002,2002-06-25,Dilemma
403,0.00756,0.591,213187,0.956,46YNMs8Hh6yjn5x0qtUMbg,6.31e-05,1,0.127,-4.989,1,0.105,184.947,4,0.883,Las Ketchup,213186,0,2016,2016-10-25,Aserejé (The Ketchup Song)
404,0.691,0.366,209373,0.327,4mGDeChO9f1Tds6cUEOHSn,0.0,3,0.228,-9.613,1,0.0272,137.081,3,0.157,Will Young,209373,40,2002,2002-10-17,The Long and Winding Road
405,7.81e-05,0.67,237480,0.813,7uz2Rk1sow6wLj3PCXfDeb,0.0,9,0.0774,-3.509,1,0.0276,102.051,4,0.24,P!nk,237480,49,2010,2010-11-12,Just Like a Pill
406,0.0234,0.776,205360,0.693,5WuVWOngcRkMOx9RRLCvui,0.00177,7,0.0322,-2.528,1,0.0314,102.996,4,0.635,Atomic Kitten,205360,69,2003,2003-01-01,The Tide Is High - Radio Mix
407,0.109,0.661,188693,0.746,4IEOKcFZGMiKp5NXYjH001,0.0,4,0.325,-5.153,1,0.042,144.188,4,0.502,Blazin' Squad,188693,41,2012,2012-10-22,Crossroads - Radio Edit
408,0.00289,0.735,237053,0.859,6FmtB3SLE6eqb24VfMnH4z,3.95e-06,6,0.111,-3.845,0,0.0346,126.587,4,0.758,Sugababes,237053,5,2002,2002-01-01,Round Round
409,0.038,0.737,215293,0.652,3lkpQ3BbXxPyvwnqjipkH4,0.0,2,0.0699,-4.393,1,0.0335,108.175,4,0.881,Darius,215293,10,2002,2002-01-01,Colourblind
410,0.285,0.701,227867,0.718,5MF62bkZ7Uy3UxteONmUBV,0.0,1,0.0845,-6.061,1,0.0261,106.988,4,0.65,Gareth Gates,227866,64,2002,2002-07-11,Anyone Of Us (Stupid Mistake)
411,0.000154,0.59,213240,0.976,7FNIEfhhBlzsZFxCwI5Nwh,0.293,11,0.155,-4.866,0,0.0488,114.996,4,0.686,Elvis Presley,213240,57,2002,2002-09-24,A Little Less Conversation - JXL Radio Edit Remix
412,0.226,0.77,209723,0.796,3ncFFKyZYIfiWNaOqvSUKz,1.67e-06,6,0.121,-7.326,1,0.0316,106.899,4,0.846,Will Young,209826,37,2002,2002-10-17,Light My Fire
413,0.00299,0.915,290227,0.656,06wOQGz4bGB7HETrIjpIep,0.0,7,0.324,-2.827,1,0.0716,112.243,4,0.642,Eminem,290226,18,2002,2002-05-26,Without Me
414,0.00824,0.796,236133,0.617,2zzXeIZU8VkOfrdbO7KW2j,0.0,5,0.0495,-6.198,0,0.0619,103.858,4,0.72,Liberty X,236133,4,2002,2002-01-01,Just A Little
415,0.338,0.565,214307,0.494,29ZqJAqAS6S6UJ4CB6cfkr,0.0,10,0.1,-6.181,1,0.0269,79.07,4,0.257,Ronan Keating,214306,52,2002,2002-01-01,If Tomorrow Never Comes
416,0.00347,0.706,203467,0.765,60RqjHKJNaFuhR8wWN5gvY,0.372,7,0.0825,-3.365,1,0.126,97.02,4,0.526,Holly Valance,203466,0,2002,2002-01-01,Kiss Kiss
417,0.0886,0.519,195867,0.917,3P7FZtdmydBC3YahuDoiGF,1.41e-06,5,0.58,-3.456,1,0.0914,91.868,4,0.394,Sugababes,195866,45,2002,2002-01-01,Freak Like Me
418,7.46e-06,0.418,233600,0.954,3VqlGue0KwuWnQPNCUv2ar,9.99e-06,11,0.203,-3.065,1,0.0499,113.908,4,0.376,Oasis,233600,25,2002,2002-01-01,The Hindu Times
419,0.255,0.368,233667,0.426,4o5AS9PNLnSNru7XQsjesQ,5.39e-06,10,0.108,-8.049,1,0.0277,106.52,3,0.208,Gareth Gates,233666,37,2002,2002-07-11,Unchained Melody
420,0.212,0.585,222076,0.693,3BIQKLdTcERol0femiMKQN,0.0,7,0.209,-6.985,1,0.0385,73.002,4,0.328,Will Young,222200,21,2002,2002-10-17,Anything Is Possible
421,0.0137,0.704,211427,0.761,2d0KTMihcLLOz29YdYmule,0.0,1,0.0487,-4.659,1,0.0347,97.002,4,0.907,Westlife,211426,5,2001,2001-11-08,World of Our Own
422,0.147,0.555,264240,0.638,3Y8WRvVlQHMvtBwaV4TGlJ,2.31e-05,7,0.107,-5.555,1,0.0418,151.933,4,0.149,Enrique Iglesias,264240,24,2001,2001-01-01,Hero
423,0.0705,0.537,281227,0.685,1chu8wc9zbNqTQ2ahROys1,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542,George Harrison,281226,22,1970,1970-11-27,My Sweet Lord
424,0.0705,0.537,281227,0.685,1chu8wc9zbNqTQ2ahROys1,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542,George Harrison,281226,22,1970,1970-11-27,My Sweet Lord
425,0.0705,0.537,281227,0.685,1chu8wc9zbNqTQ2ahROys1,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542,George Harrison,281226,22,1970,1970-11-27,My Sweet Lord
426,0.0705,0.537,281227,0.685,1chu8wc9zbNqTQ2ahROys1,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542,George Harrison,281226,22,1970,1970-11-27,My Sweet Lord
427,0.0766,0.637,228707,0.596,6jr9VaA3GatuhADnz4Sx9r,0.000515,11,0.0795,-8.097,1,0.0792,87.006,4,0.744,Aaliyah,228706,13,2008,2008-01-01,More Than A Woman
428,0.429,0.654,170493,0.515,4kSKacywUJHdhyst4PL6pl,5.62e-06,0,0.174,-12.185,1,0.0261,106.191,4,0.677,Robbie Williams,170493,64,2001,2001-11-19,Somethin' Stupid
429,0.0826,0.836,162333,0.762,2HStGirSZokbjdi1xU1QCW,5.48e-05,7,0.102,-5.044,0,0.0598,133.592,4,0.941,Daniel Bedingfield,162333,47,2002,2002-01-01,Gotta Get Thru This - D'N'D Radio Edit
430,0.538,0.585,201533,0.702,2wkoy95ZlmANduYJcq5v6K,0.0,0,0.216,-5.734,1,0.0325,139.909,4,0.51,S Club 7,201533,60,2001,2001-01-01,Have You Ever
431,0.08,0.578,208227,0.716,0kGE9IwuBGg5hZXKka1GCb,0.0,10,0.0535,-4.501,1,0.0316,78.392,4,0.657,Blue,208226,28,2001,2001-01-01,If You Come Back
432,0.143,0.517,259400,0.486,6uRS28NdvYNpvzflPsO82y,0.0,11,0.143,-6.274,1,0.0267,109.024,3,0.28,Westlife,259399,2,2001,2001-11-08,Queen of My Heart - Radio Edit
433,0.152,0.801,199293,0.335,67bmewSyp7qz1nsveMxcgF,0.0,7,0.103,-8.596,1,0.498,165.999,4,0.851,Afroman,199293,4,2001,2001-01-01,Because I Got High
434,0.0263,0.766,230640,0.563,3E7ZwUMJFqpsDOJzEkBrQ7,0.683,9,0.115,-7.516,0,0.0339,126.007,4,0.964,Kylie Minogue,230640,72,2001,2001-10-01,Can't Get You out of My Head
435,0.0454,0.627,220707,0.908,5g3rL93FXCoTZwP2zr9RE5,0.0,6,0.329,-5.369,0,0.0401,134.985,4,0.781,DJ Ötzi,220706,51,2012,2012-01-01,Hey Baby
436,0.271,0.712,216773,0.826,4c5TBUUCxSbfxoiLbaXVeG,9.93e-05,5,0.0374,-5.75,0,0.24,172.995,4,0.905,The Hoopty Do’s,216773,21,2002,2002-01-01,Bob The Builder’s - Mambo No.5 Theme
437,0.00673,0.789,226853,0.761,5JHbwrC8KTnsxfKkWJx09p,0.0,2,0.0372,-2.905,1,0.0377,102.422,4,0.735,Blue,226853,43,2001,2001-01-01,Too Close
438,0.00996,0.627,218440,0.849,7nB1nRNmO9sUcXyyt8TNTf,0.000337,4,0.381,-6.695,0,0.0929,117.992,4,0.549,Five,218440,28,2001,2001-08-27,Let's Dance - Radio Edit
439,0.0191,0.607,302827,0.637,2LkvIXU77zvPDFXu6SD73G,0.0,1,0.124,-11.072,1,0.241,137.03,4,0.818,So Solid Crew,302826,4,2001,2001-01-01,21 Seconds
440,0.0362,0.579,193520,0.609,5v3mBaerfr6GTB2inKxq7M,0.003,3,0.0695,-6.391,1,0.0297,83.923,4,0.495,Atomic Kitten,193520,44,2003,2003-01-01,Eternal Flame - Single Version
441,0.476,0.473,302733,0.313,2pfDQ98TBUQeleVPRweuDb,2.33e-06,10,0.0923,-8.107,1,0.0267,77.959,4,0.195,Robbie Williams,302733,29,2001,2001-01-01,Eternity
442,0.000427,0.608,206907,0.921,1LO1In9ulvdP2sBjah487v,0.0163,3,0.225,-5.261,1,0.0321,129.853,4,0.764,Roger Sanchez,206906,3,2013,2013-08-23,Another Chance - Radio Edit
443,0.0148,0.741,265973,0.859,2gocMpiwnMRLDejlcSJt7J,1.84e-06,5,0.664,-2.223,1,0.057,109.905,4,0.611,Christina Aguilera,265973,15,2008,2008-11-07,Lady Marmalade
444,0.121,0.806,235133,0.763,0zbfxaHhnFQoKhQ189Z5Wa,0.0,6,0.0434,-2.924,1,0.0954,85.299,4,0.826,Shaggy,235133,50,2000,2000-01-01,Angel
445,0.124,0.847,217120,0.877,2V3a0xQdTTJJM2MLwAZppM,0.0,2,0.148,-5.424,1,0.0493,131.044,4,0.764,DJ Pied Piper,217120,4,2001,2001-05-21,Do You Really Like It? - Radio Edit
446,0.063,0.637,254640,0.929,6IOKrkLJQYDwCf6nthu8DB,0.00796,5,0.318,-6.03,0,0.0447,136.482,4,0.604,Geri Halliwell,254640,46,2001,2001-01-01,It's Raining Men
447,0.0358,0.828,235627,0.676,2mc3KhEpFAh8saVFVNb1hC,0.0,7,0.0513,-6.132,1,0.032,117.041,4,0.901,S Club 7,235626,63,2001,2001-01-01,Don't Stop Movin'
448,0.0559,0.514,254027,0.911,2Mpj1Ul5OFPyyP4wB62Rvi,0.0,1,0.775,-2.027,0,0.41,161.109,4,0.619,Destiny's Child,254026,74,2001,2001-05-01,Survivor
449,0.123,0.668,241000,0.772,6WJtzSaXumGZ7pIa0z7QIP,0.0,9,0.341,-5.4,0,0.0307,118.011,4,0.911,Emma Bunton,241000,53,2001,2001-01-01,What Took You So Long?
450,0.0444,0.603,226587,0.737,2p65vUwuD3UbvH4BvymFsE,0.0,6,0.238,-5.324,0,0.0391,75.002,4,0.772,Hear'Say,226586,32,2013,2013-01-01,Pure & Simple
451,0.0108,0.649,186000,0.9,2ENx9vLmbagrc0yDY1j0BN,0.000395,6,0.523,-5.81,0,0.0311,128.995,4,0.893,Westlife,186000,10,2001,2001-11-08,Uptown Girl - Radio Edit
452,0.0503,0.852,227547,0.604,0ec2YqaLnasKAES0iWMmhy,0.0,0,0.327,-4.569,1,0.0642,94.762,4,0.667,Shaggy,227546,57,2008,2008-01-01,It Wasn't Me
453,0.341,0.882,236935,0.506,6276XQhjrrOD3bW5EaLQNz,0.0,5,0.173,-10.082,1,0.192,93.217,4,0.838,Shaggy-licious,236935,0,2013,2013-07-23,It Wasn't Me
454,0.0621,0.742,185867,0.715,4WGTwyHPMvB3HWiEO9R0wb,0.00218,4,0.111,-4.489,1,0.0351,94.011,4,0.652,Atomic Kitten,185866,59,2003,2003-01-01,Whole Again
455,0.00516,0.604,213760,0.931,1jH2IzZ7JnixFoGG6XSnpf,0.0,9,0.271,-3.326,1,0.175,96.249,4,0.682,Limp Bizkit,213760,14,2000,2000-10-17,Rollin' (Air Raid Vehicle)
456,0.00275,0.777,221467,0.834,6QAOkWnUrLLoDfmndW9Z3P,1.31e-06,4,0.361,-5.129,0,0.0843,97.527,4,0.66,Jennifer Lopez,221466,3,2001,2001-01-19,Love Don't Cost a Thing
457,0.0598,0.78,515173,0.925,2LGrLtvYEHrd3Nnot4Hxuw,0.36,4,0.129,-6.715,0,0.046,127.968,4,0.564,Rui Da Silva,515173,46,2002,2002-04-15,Touch Me
458,0.00401,0.707,187000,0.93,1Ey0REpqfFfAa2ZeTI2pbE,4.81e-05,4,0.227,-8.127,1,0.0782,134.071,4,0.473,The T.V. Band,187000,6,2011,2011-09-30,"Can We Fix It? (From ""Bob The Builder"")"
459,0.0406,0.781,404067,0.77,4HkJZAJUvXmqGquwlXFTCu,2.11e-06,6,0.532,-4.421,0,0.23,80.052,4,0.495,Eminem,404066,28,2000,2000-05-23,Stan
460,0.485,0.643,240267,0.536,1229CMlKZ0VULaGt0lTVzc,0.0,5,0.0831,-5.593,1,0.0278,122.919,4,0.471,S Club 7,240266,58,2001,2001-01-01,Never Had A Dream Come True
461,0.362,0.73,221133,0.602,69XUpOpjzDKcfdxqZebGiI,3.69e-06,6,0.169,-3.782,0,0.206,97.954,4,0.927,Destiny's Child,221133,70,2001,2001-05-01,"Independent Women, Pt. 1"
462,0.403,0.628,215507,0.834,2AogRMqARWyUP7VQ3gmSoY,0.0,6,0.051,-6.341,0,0.0497,97.865,4,0.626,LeAnn Rimes,215506,61,2001,2001-01-30,Can't Fight The Moonlight
463,0.0951,0.809,254480,0.918,4JjKoRNoshfbNqrFYthKND,0.000225,11,0.0672,-4.347,0,0.0348,107.011,4,0.645,A1,254480,49,2000,2000-10-30,Same Old Brand New You
