,Unnamed: 0,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist,duration,popularity,rd_year,release_date,track_name
280,280,0.5,0.535,756193,0.892,0lCenjbHZnIOMYicfwFaXu,1.47e-06,0,0.179,-4.176,0,0.289,89.4,4,0.7829999999999999,Gajendra Sharma,756192,0,2017,2017-06-19,Ama Lage Sutabu Ta Ham Kaha Jayem
281,281,0.821,0.536,193453,0.401,3vRYcLllu4JuqD2dCGW3Vf,0.0,9,0.18600000000000003,-9.385,0,0.0269,82.37799999999999,4,0.37200000000000005,Wall-Eyed Moles,193453,0,2017,2017-09-01,The Highwayman
282,282,0.00223,0.6409999999999999,253067,0.85,5BBv6bY6YEeSccmyK7e2lR,0.348,7,0.242,-8.094,1,0.0606,139.40200000000002,4,0.498,Barry Issac,253066,0,2013,2013-06-05,The Prophets Dub
283,283,0.337,0.599,213173,0.64,7L1lmIV3e0QA8EZgDaabP8,2.13e-06,10,0.154,-8.514,1,0.0297,127.20200000000001,4,0.71,Charles McGuire,213173,0,2008,2008-09-15,"Old Bible (feat. Zach Brown, Rick Sutphin, Steve Hill, Dale Perry & David Parmley)"
284,284,9.499999999999999e-05,0.652,265846,0.7879999999999999,1bpjEZDEQuBCYmRErqtFie,0.00605,1,0.0995,-6.297999999999999,1,0.0746,130.02700000000002,4,0.895,Exzo,265846,0,2011,2011-07-15,Aesthetic Matrix - Original Mix
285,285,0.8220000000000001,0.645,140680,0.163,7bUMpheXMNRr1iRNxDIsmK,0.0,10,0.11699999999999999,-16.342,1,0.40399999999999997,89.854,4,0.523,Gerhard Bronner,140680,0,2012,2012-02-22,Bitte erschieß Deinen Gatten (Deine Gattin)
286,286,4.41e-05,0.45299999999999996,228728,0.982,6eDzBvg48dwP9euBmZ2xxW,5.04e-05,7,0.358,-3.477,1,0.0795,114.5,4,0.424,Gemini Syndrome,228728,1,2019,2019-03-29,Stardust
287,287,0.852,0.738,90092,0.426,4wPp41zqjgFJYdVurb26fk,0.0,7,0.11900000000000001,-6.141,1,0.0394,141.102,4,0.765,Spa,90091,0,2018,2018-02-18,The Girl Who Chased the Girl
288,288,0.262,0.484,185441,0.7829999999999999,5CkvyOOxvFuB0IG7oDtNz2,0.968,1,0.141,-12.295,0,0.0337,160.025,4,0.852,CrazyGroupTrio,185441,16,2019,2019-01-01,"Dr. Wily Stage (Piano-NES Mix) [From ""Mega Man 2""]"
289,289,0.243,0.588,247000,0.405,3cvP8FpPE4jFTZFqj3gb5h,1.85e-05,2,0.0946,-8.761000000000001,1,0.027000000000000003,74.472,4,0.42100000000000004,Foreigner,247000,39,1978,1978-01-01,I Have Waited so Long
290,290,0.0277,0.6609999999999999,383641,0.7170000000000001,3HnfeGPZPPRi3w2PVrUORs,0.818,0,0.0324,-8.447000000000001,1,0.0439,131.987,4,0.758,Savas Hastoulakis,383641,0,2010,2010-09-04,Fishbone - Original Mix
291,291,0.095,0.324,149227,0.57,4J6TXJgz8s3SJXOoskFCd8,0.22399999999999998,0,0.132,-10.029,0,0.0368,123.113,3,0.375,101 Strings Orchestra,149226,0,2012,2012-11-21,Affair in Aruba
292,292,0.785,0.609,201294,0.35,1Xja3LJ1VGu5r5w7dqTWmj,0.523,8,0.0428,-10.251,1,0.0291,144.013,4,0.555,La-Le-Lu,201294,0,2013,2013-09-03,Never Say Never Again (Karaoke Version) - Originally Performed By Benny Goodman
293,293,0.201,0.65,219687,0.8859999999999999,1wjl9kHEcJyrvsrxOZCUMq,0.0,0,0.0809,-4.47,1,0.0676,90.671,4,0.905,B-nario,219686,3,2016,2016-03-25,Passeggiando col mio cane
294,294,0.244,0.461,250369,0.494,4NHnvYSCRr6Pl5Jw647FVn,0.91,0,0.0942,-11.339,1,0.0335,110.991,4,0.32899999999999996,TAKUYA,250369,0,2018,2018-07-13,Disappeared Dusk
295,295,0.981,0.721,99512,0.284,54WVlNm5z06T6iXK9gMEnJ,0.9229999999999999,1,0.106,-18.46,1,0.0389,82.01899999999999,4,0.917,Recife Bossa Band,99512,0,2017,2017-11-08,Cape
296,296,0.14400000000000002,0.762,204160,0.804,4qlKKcWe0bpe4egomfVNwc,0.0,7,0.0744,-4.2219999999999995,0,0.28,93.984,4,0.8029999999999999,El Suppe'r De Oro,204160,5,2015,2015-06-30,Santiago en el Alma
297,297,0.000296,0.491,208697,0.9540000000000001,7eWwzHALaCmAZmcARAkJ75,0.889,9,0.107,-5.037,1,0.0346,137.967,4,0.0687,Jam Da Bass,208696,1,2019,2019-02-27,Get Ready And Dance (Suanda 163) - DJ Dean Remix
298,298,0.9890000000000001,0.396,972400,0.0376,0XQtyTgQWCA1rptpoS1lHr,0.013000000000000001,4,0.12300000000000001,-24.156,0,0.0626,103.014,4,0.0351,Nella Anfuso,972400,0,2002,2002-01-01,Giacomo CARISSIMI (1605-1674) - Mesto in sen d'un antro ombroso
299,299,0.349,0.377,248253,0.39799999999999996,2393npZFYc9calCtgqffXD,0.565,4,0.0605,-16.539,0,0.0712,127.90700000000001,4,0.518,John Matthias,248253,3,2008,2008-06-01,Evermore
300,300,0.9890000000000001,0.23,192347,0.153,0axAYI2YOhwTcK9vnGF0nV,0.00698,3,0.135,-22.057,1,0.0508,68.957,3,0.0977,Gregorian Chant,192346,17,2017,2017-03-31,Mass of Christmas Day: Gloria: Missa cum jubilo
301,301,0.305,0.654,122760,0.47700000000000004,2O5tTM3uAL8jcXNi3xVMoA,0.0,8,0.521,-14.942,0,0.879,78.5,3,0.315,Ralph Hughes,122760,0,2018,2018-10-26,Midnight Walks
302,302,0.33299999999999996,0.35700000000000004,108587,0.9179999999999999,1giGIXspHSV6yRuLjIxCdD,0.0,6,0.0879,-4.348,0,0.109,153.76,4,0.7609999999999999,The Legend,108586,0,2004,2004-06-01,The King of Hobart
303,303,0.0392,0.664,163459,0.302,4nADbLXNLt9K6p8hCyStfL,0.0,1,0.172,-16.086,0,0.95,93.046,4,0.38299999999999995,Fred Rosen,163458,0,2016,2016-11-15,"Blood Crimes - The Pennsylvania Skinhead Murders, Chapter 121"
304,304,0.8909999999999999,0.44799999999999995,227293,0.0568,6A6Ushzx2L3OOuBDdmwueF,0.0,5,0.0918,-19.927,1,0.0417,140.986,4,0.19399999999999998,Sam Harris,227293,5,1986,1986-01-01,The Rescue
305,305,0.594,0.511,207800,0.8909999999999999,6eiJxDnbAZTDdNCl3o2IJy,0.0,10,0.331,-4.468999999999999,1,0.376,84.396,4,0.41100000000000003,Disarstar,207799,35,2017,2017-03-31,Für Dich
306,306,0.0281,0.41600000000000004,398147,0.7809999999999999,7HlkqlbpSwbvVCDofNCvE1,0.8540000000000001,10,0.39,-7.355,0,0.0408,86.992,4,0.318,L-Side,398146,12,2018,2018-04-06,Astronaut
307,307,0.20800000000000002,0.777,176067,0.764,5sHLeMrZUh85TWGItKStuO,0.0,8,0.079,-4.078,1,0.0335,111.06200000000001,4,0.9620000000000001,井上慎二郎,176066,0,2017,2017-08-25,Bear's gone
308,308,0.978,0.359,211640,0.253,5gSjZYic9vjBTJJZ7Dyiuz,0.000192,5,0.43200000000000005,-13.385,1,0.0708,166.8,4,0.268,Charles Gounod,211640,0,2015,2015-02-01,"Faust, Act II: Act II: Estrana assai (Chorus, Valentino, Mefistofele, Siebel)"
309,309,0.9940000000000001,0.623,190041,0.342,2oJDYF4tZRhUsdq9wXXO7A,0.7,2,0.22699999999999998,-12.368,1,0.0528,92.194,4,0.612,Marko Melkon,190040,0,2019,2019-03-01,Trabozon Yali Boyu
310,310,0.0005780000000000001,0.527,375156,0.963,7peuCBd3gfY2UIc6N0zdQe,0.785,1,0.69,-5.497999999999999,1,0.047,127.958,4,0.0701,USAI,375156,0,2017,2017-10-06,Nitro - Original Mix
311,311,0.00173,0.6509999999999999,216816,0.601,4LIse4tb0v1DZ1aPkOeOC1,0.38799999999999996,0,0.0881,-9.57,1,0.0364,120.041,4,0.758,Fancy,216816,6,2013,2013-11-15,Luxury Life
312,312,0.00132,0.679,253833,0.993,6I897A1FSirJl1MAnpsVgV,0.5760000000000001,4,0.0796,-5.603,1,0.135,127.995,4,0.24,MountBlaq,253833,0,2017,2017-05-09,Bengal
313,313,0.00249,0.535,443005,0.887,0HQ7rFfkJE9ub6Gc6lfZdu,0.794,4,0.135,-9.036,0,0.0592,141.997,4,0.0449,G.M.S,443005,4,2018,2018-09-17,Dent In the Universe
314,314,0.894,0.462,257960,0.0967,4cHn5L9zoCo0tcZbogqD83,0.865,7,0.092,-21.9,1,0.0649,89.39200000000001,4,0.212,Jing Ying Soloists,257959,5,1987,1987-01-01,Singing the Night Among Fishing Boats (Arr. Tong)
315,315,0.7020000000000001,0.614,262880,0.705,2UQ976yQoDpdujN8EtkdR1,0.0,9,0.366,-6.68,1,0.266,201.94099999999997,4,0.8109999999999999,MEKOLI,262880,0,2009,2009-10-09,Jouhoku Hustler
316,316,0.9740000000000001,0.243,39999,0.129,6ffCAkiX6TDCwuLHvaOhfy,0.722,2,0.0902,-24.048000000000002,1,0.0361,128.22,1,0.0977,Relaxing Music Therapy,39998,0,2019,2019-02-25,Buddhist Temples Awakening
317,317,0.374,0.64,264173,0.831,21OLG7DNj8Qna6tUsrWRSO,8.55e-05,8,0.0847,-5.676,1,0.34,95.413,4,0.326,Madchild,264173,19,2012,2012-08-28,Little Monster Blend
318,318,0.728,0.272,152867,0.0296,0peUuXNse9s6UCl1pg2dEy,0.00928,3,0.11199999999999999,-23.865,0,0.0466,144.065,5,0.131,Antonio Vivaldi,152866,17,1999,1999-12-30,"Violin Concerto in C Major, RV 171: II. Largo"
319,319,0.7809999999999999,0.6729999999999999,151825,0.442,5zfL9RSKWNGtQkpCFTCS7J,0.0,9,0.147,-7.75,1,0.0407,92.44200000000001,4,0.581,Liz & Christina Woolley,151824,0,2012,2012-08-24,Combination
320,320,0.8390000000000001,0.605,421996,0.7070000000000001,209pYYcTDUOpVBHfjW9Mwm,0.0,11,0.348,-14.383,0,0.727,106.68700000000001,4,0.69,Return Of The Band Of Gypsys,421996,0,1984,1984-01-01,"Buddy Miles Interview - Live: Kabuki Theater, San Francisco 27 Dec '84"
321,321,0.00107,0.486,239360,0.919,6VUn6jM9kKyOmKwBc9OIyq,0.289,2,0.331,-7.04,1,0.0594,158.987,4,0.531,KMFDM,239360,16,2002,2002-03-19,Attak/Reload
322,322,0.0821,0.547,245840,0.645,4iQ4xCfw7YpJYcFF5ZoCkr,5.39e-05,1,0.0349,-9.219,1,0.09699999999999999,170.15099999999998,4,0.38799999999999996,RJD2,245840,16,2010,2010-01-19,"A Son's Cycle (Feat. The Catalyst, Illogic & NP)"
323,323,0.284,0.342,311705,0.396,4HbpgCyxCwtcEwdqFawslH,3.9200000000000004e-05,9,0.115,-7.787000000000001,1,0.0348,73.417,3,0.27399999999999997,Chris McClarney,311704,16,2009,2009-11-29,Blessed Assurance
324,324,0.0081,0.95,207909,0.46299999999999997,0ocqqxLY1MIWSYqcp9Dysr,0.0,8,0.105,-11.7,0,0.507,123.523,4,0.6970000000000001,Big Mucci,207908,27,2014,2014-05-13,Bikers Shuffle (2014 Radio Mix)
325,325,6.1e-05,0.823,420000,0.742,3QYDxVMlDYcbWpLYcnYFhL,0.84,6,0.247,-9.833,1,0.095,124.006,4,0.741,Sebb Aston,420000,0,2015,2015-12-18,Tell'ya Now - Dani Barrera Remix
326,326,0.782,0.35700000000000004,488298,0.304,10wL8xAGJvKuv92hPj2T0q,0.0,11,0.14,-11.387,0,0.0332,124.178,5,0.217,Fr. Bill Quinlivan,488297,0,2010,2010-07-12,"Under, Over, Into & Out"
327,327,0.121,0.62,147697,0.436,3fSXRmzfJAyFyiDoZOEeWo,0.00236,9,0.13,-14.732000000000001,0,0.0358,145.094,4,0.762,"Riku T. ""Keijo Kepaard""",147697,0,2012,2012-06-05,An Ambulance Comes
328,328,0.6890000000000001,0.578,237767,0.48,3groxY3RgOJO7732XokgQN,0.0,6,0.10300000000000001,-6.505,1,0.025,105.03200000000001,4,0.261,Luu Huong Giang,237766,0,2015,2015-07-10,Hãy Cho Em Thời Gian
329,329,0.00281,0.804,342720,0.55,0TGrjfff3eWlgtZ8UF718n,0.807,7,0.0921,-12.558,1,0.0722,125.015,4,0.09300000000000001,Mark Denton,342720,0,2014,2014-03-14,Cool Proceedings - Housenoyze Mix
330,330,0.42700000000000005,0.401,206627,0.608,2LL6bhCTydx9tUxGDnF05F,0.0,8,0.145,-10.076,1,0.267,168.465,4,0.51,Christos Antoniadis,206626,6,2008,2008-12-01,Poios klei tora
331,331,0.00010400000000000001,0.644,535717,0.991,0P7YT9l6Ke5QM862CHGLQK,0.8859999999999999,0,0.21,-7.138,1,0.051,144.999,4,0.7190000000000001,01-N,535716,0,2018,2018-10-19,Blockage of Nothing
332,332,0.0991,0.35,370000,0.8079999999999999,1f1UMlodZZdvmMcBt899ZN,1.87e-06,11,0.268,-7.771,0,0.0895,74.736,4,0.6459999999999999,Architecture of the Absurd,370000,0,2016,2016-02-22,Paris Ragtime (feat. Marco Minnemann & Damian Erskine)
333,333,0.888,0.586,175840,0.237,0lCUFSGoRG6yoXIaeW1cFy,0.000532,0,0.165,-13.259,1,0.0602,94.637,4,0.615,Bill Kilima,175840,1,2016,2016-06-21,Ich hol' mein Pony aus dem Stall
334,334,0.645,0.804,208500,0.0759,1b2fUFApaaWJLrS0R1dhJX,0.0,0,0.38799999999999996,-14.071,1,0.815,116.385,3,0.247,Alexis HK,208500,0,2004,2004-11-02,Chien de vieille - Vocals
335,335,0.28800000000000003,0.611,170840,0.742,6XA4mk2dEdGDzqivtrWF6M,4.12e-06,6,0.109,-7.43,1,0.0694,98.712,4,0.845,Manuel Straube,170840,36,2011,2011-01-01,Ich Will Jetzt Gleich Konig Sein
336,336,0.00488,0.516,201173,0.924,5KiS8SFnu21xI74mHgfZ3D,4.21e-06,0,0.0732,-4.851,1,0.0495,140.113,4,0.861,Bad Religion,201173,55,2002,2002-01-01,Sorrow
337,337,0.00352,0.8370000000000001,487502,0.65,1uyle4AZz8chMMVNd6uFLc,0.45399999999999996,0,0.131,-7.814,1,0.0881,128.018,4,0.847,John Orbiter,487501,0,2009,2009-07-17,Keep Me Rocking - Mikie Smithers Remix
338,338,0.956,0.439,155920,0.0983,0tKQ3h7CemmhpoLFVrv9Px,0.27699999999999997,2,0.289,-21.436,1,0.03,93.76700000000001,4,0.40299999999999997,Lowell Mason,155920,13,2002,2002-11-01,Joy to the World (arr. J. Rutter): Joy to the world
339,339,0.531,0.43200000000000005,382520,0.574,1s16gtXDBmRXLvegVEH7wj,0.43200000000000005,5,0.733,-10.187000000000001,0,0.0741,101.556,4,0.5720000000000001,Bernie McGann Trio,382520,2,2001,2001-07-01,Brownsville - Live
340,340,0.366,0.72,172840,0.6409999999999999,6NUtojYDwVeJKN7MVxYbc5,0.0,10,0.0938,-7.2170000000000005,1,0.0636,167.68099999999998,4,0.965,Juliane Werding,172840,2,2010,2010-09-10,Es gibt keine Äpfel ohne Kerne
341,341,0.865,0.308,221000,0.941,46quAF2NxsjCuA3cCQXdW2,0.95,7,0.0829,-2.736,1,0.035,135.02100000000002,4,0.145,James Thomas Marsh,221000,0,2012,2012-01-11,Tory Marsh
342,342,0.0656,0.73,279080,0.7659999999999999,5bLKcN1o0vZuXHlJ0WJMKl,2.3100000000000002e-05,6,0.0524,-6.629,1,0.0856,128.273,4,0.321,Heaven 17,279080,32,1982,1982-01-01,Temptation - Extended Mix / 2012 Remaster
343,343,0.272,0.698,270094,0.53,5WBAir0uBS98FDpWvX6DIj,0.0,8,0.12,-8.771,1,0.102,133.974,4,0.267,Ben Blackwell,270094,12,2014,2014-01-28,Alone in My Car (feat. Tzemer & Uri)
344,344,0.191,0.76,171027,0.877,6Kfr54A38Lrrc987I1eb2K,0.0,7,0.0615,-3.083,1,0.0302,125.93799999999999,4,0.9159999999999999,Kastelruther Spatzen,171026,7,2001,2001-01-01,Noch größer als der Everest - Single Version
345,345,0.384,0.585,233160,0.731,5PVDSNJCDX2GrEKYqKSyzE,0.14300000000000002,9,0.109,-13.42,0,0.034,142.23,4,0.7709999999999999,Illustration,233160,4,1981,1981-01-31,Tidal Flow
346,346,0.879,0.392,171093,0.41600000000000004,4lMYjVr0RLmq6FcuOkMVVX,0.11,3,0.086,-10.682,1,0.033,112.184,3,0.467,Marc Jeanbourquin,171093,0,2011,2011-05-10,Spiral
347,347,0.6759999999999999,0.763,334364,0.45299999999999996,6va6MN1b17LuQT7z5cFuoE,0.84,9,0.0792,-15.137,0,0.11900000000000001,110.059,4,0.424,DJ Riquo,334363,0,2015,2015-05-14,Mesmerizing Words
348,348,0.374,0.568,235787,0.628,2fl1I7oWseobh2cat9jvtJ,7.759999999999999e-05,9,0.113,-7.54,1,0.0564,190.11,4,0.46799999999999997,Michael Hamilton,235786,0,2017,2017-06-25,Three Little Kittens
349,349,0.44799999999999995,0.83,162679,0.354,1UbHsQxtT4wp7M0XecXwWj,0.0,5,0.0995,-11.444,1,0.0463,124.06,4,0.7809999999999999,The One Light,162679,0,2018,2018-12-08,Marian Poika
350,350,0.7490000000000001,0.13699999999999998,197273,0.975,5tzl6l6rGxMqDXmLjjt39Q,0.33,4,0.433,-18.477999999999998,0,0.0519,83.24799999999999,4,0.00324,Deep Sleep Music Experience,197272,4,2019,2019-03-07,Pink Comb Filter
351,351,3.01e-06,0.516,219214,0.887,45EEOOfZeWoDIxJGy2Xvfm,0.8420000000000001,7,0.341,-7.397,1,0.0507,181.013,4,0.249,Thavius Beck,219214,0,2011,2011-10-21,Spear & Shield - Instrumental
352,352,0.519,0.7440000000000001,236889,0.71,7CE5e1IqQicDXOfTaWQpg0,0.00106,9,0.08900000000000001,-6.599,1,0.0421,106.825,3,0.9209999999999999,Chalino Sanchez,236888,26,1999,1999-02-04,La Corona de Mi Padre
353,353,0.695,0.58,227317,0.303,6ZJPtFPU9HdeEcFWGpRL3Y,0.222,9,0.11800000000000001,-14.247,1,0.0364,139.55,4,0.637,Instrumental Jazz Music Ambient,227317,17,2018,2018-10-30,Dinner at Restaurant
354,354,2.02e-05,0.606,229160,0.9740000000000001,13NMvxkXuqG7v9sErf1ohw,0.902,1,0.455,-8.013,1,0.0751,130.006,4,0.7959999999999999,[U-D-R],229160,0,2014,2014-08-15,Backlash
355,355,0.893,0.35600000000000004,177493,0.27699999999999997,6C9wRbcRsVqiCCBXnb49OY,0.0104,5,0.8690000000000001,-20.645,1,0.0564,101.066,4,0.555,Simon & Garfunkel,177493,27,2002,2002-07-16,"Leaves That Are Green - Live at Lincoln Center, New York City, NY - January 1967"
356,356,0.82,0.73,208067,0.233,2eKSTiKb1WrEx6HBMBap6t,0.0,11,0.114,-12.105,0,0.0395,121.071,4,0.314,The Railflowers,208066,0,2014,2014-01-13,Purse Of Memories
357,357,0.251,0.619,633417,0.174,6EgcMACT0BN4fpso71dacG,0.0,6,0.134,-23.914,1,0.966,174.71599999999998,4,0.364,Tom Knox,633417,0,2009,2009-03-09,"Genesis Secret, Kapitel 37"
358,358,0.657,0.596,174546,0.33899999999999997,65jItmYrebEgLllTdo6AkV,1e-06,0,0.11599999999999999,-12.745,1,0.0501,109.51700000000001,4,0.0785,Nina Maria,174545,0,2018,2018-06-04,Balling Breed - City
359,359,0.147,0.799,178236,0.344,3xh8WjpaWc5KOELI4U5fsU,0.000183,5,0.0966,-10.37,0,0.396,94.219,4,0.33399999999999996,FJORD LORD,178236,0,2018,2018-02-16,Diazepam
360,360,0.036000000000000004,0.797,275573,0.58,25l3kQcqcYH9aEqdfFRmLr,0.0,10,0.0988,-8.914,0,0.0906,95.083,4,0.364,Bantu,275573,0,2004,2004-01-01,Temperature's Boiling
361,361,0.00034500000000000004,0.441,336000,0.8270000000000001,0J4TCFJdG2xUOF6zsGCycR,0.632,6,0.124,-5.38,1,0.048,149.965,4,0.10300000000000001,Future Holotape,336000,1,2017,2017-03-24,Sentient
362,362,0.086,0.718,248573,0.7759999999999999,1c8rjgIZPxOJi5i3llwo6n,0.0,1,0.0497,-3.889,0,0.365,174.628,4,0.82,W.I.L.L.,248573,0,2012,2012-06-25,Rumors
363,363,0.231,0.7190000000000001,247275,0.23199999999999998,52mYJLWBHNtuLgy18Inp95,0.878,9,0.0986,-17.543,0,0.0399,118.02799999999999,4,0.43,War Game,247275,0,2017,2017-04-17,Whores in Medellín
364,364,0.9940000000000001,0.16699999999999998,145218,0.261,2l2FBLF6KU9yh9mI10dn01,0.9620000000000001,2,0.183,-16.012999999999998,1,0.04,105.55,5,0.0543,Relax & Relax,145217,0,2016,2016-02-07,"1 John 4:7-21 - Dear friends, let us love one another, for love comes from God"
365,365,0.889,0.24600000000000002,274000,0.375,5p9QQWgjhiqO4p5f0d9jR8,0.384,0,0.203,-11.51,0,0.0309,109.118,3,0.0455,Luca Mo,274000,0,2018,2018-06-08,Freedom's Ringing
366,366,0.92,0.0707,136333,0.0034,6WFxVJNocaRXSlVHEfgfkb,0.992,4,0.063,-40.803000000000004,1,0.040999999999999995,77.657,3,0.0317,Charles Koechlin,136333,0,2007,2007-01-01,"Les Heures persanes (Persian Hours), Op. 65bis: XIII. Les collines, au coucher du soleil (The hills, at sunset)"
367,367,0.902,0.596,95427,0.29,58A5uzi3LlqBwIWPs6g5eo,0.0,7,0.19699999999999998,-15.458,1,0.12,118.553,4,0.525,Gilbert & Sullivan,95426,1,2001,2001-01-01,The Mikado
368,368,0.8370000000000001,0.337,89400,0.225,3eEo8WZ51y54pP3kUofTEW,0.000394,2,0.172,-11.187999999999999,0,0.0272,97.57799999999999,4,0.14800000000000002,Elma Mayer,89400,0,1996,1996-01-01,Twin Lakes
369,369,0.652,0.16399999999999998,192000,0.978,3LpRpVchRU3hQNwVPqCrPD,0.55,1,0.307,-14.529000000000002,1,0.166,126.62299999999999,5,0.0175,White Noise For Baby Sleep,192000,0,2017,2017-09-03,Dulled White Noise
370,370,0.8140000000000001,0.693,85427,0.134,2Ex5ibtFV08I3zsqRbnMOA,0.9470000000000001,1,0.127,-20.714000000000002,1,0.0419,98.63799999999999,3,0.37,Jeff Beal,85426,15,2019,2019-02-01,Bill Plots
371,371,0.929,0.24600000000000002,261147,0.13699999999999998,6tUu8Uem7ODP7Xu9Qzi3Rj,0.715,2,0.111,-13.550999999999998,1,0.0418,84.76100000000001,3,0.0387,Hollywood Symphony Orchestra,261146,3,2014,2014-05-06,Under the Jester's Spell
372,372,0.162,0.887,228880,0.562,61czlM2p4971WBFML0AQsy,1.59e-05,11,0.0888,-6.797000000000001,1,0.0419,132.31799999999998,4,0.7879999999999999,Fantateatro,228880,6,2010,2010-12-20,Dante l'elefante
373,373,0.000992,0.506,145941,0.508,3jRimOaB4Y9FregDES7ohY,0.784,7,0.0992,-12.85,1,0.0273,152.488,4,0.488,Hit Tunes Karaoke,145941,0,2014,2014-03-16,Right Down Through the Middle of Us (Originally Performed By Neal Coty) - Karaoke Version
374,374,0.982,0.18600000000000003,113307,0.0766,6AsTGVCf7o3h2PvwxvjPZs,0.917,4,0.0972,-20.839000000000002,0,0.0407,135.885,3,0.0596,Jordi Savall,113306,4,2001,2001-01-01,"Música Religiosa (Vol. I), I. Adoramus Te (4 V.) CM 4: Ecce Enim Propter Lignum (Antífonia)"
375,375,0.706,0.373,215868,0.9470000000000001,3Pqh35h39K2MfHrisDiPra,0.177,1,0.9229999999999999,-23.676,1,0.41,101.77,4,0.0314,Nature Spa Meditation Music,215868,0,2015,2015-12-08,April Woodland
376,376,0.0109,0.604,334629,0.46799999999999997,4SYT5xJbDlEuDGAHpQAI4Z,0.875,6,0.0375,-12.927999999999999,1,0.0662,175.042,4,0.287,Dj Wriggla,334628,0,2016,2016-12-23,Dont Look Down
377,377,0.0019100000000000002,0.47700000000000004,301500,0.986,3CokZy4o1mgCNOU2f1NHvZ,0.000947,1,0.0843,-2.763,1,0.18,160.077,4,0.249,NanowaR of Steel,301500,19,2018,2018-05-21,Sottosegretari alla presidenza della Repubblica del True Metal
378,378,0.7879999999999999,0.7859999999999999,95753,0.43700000000000006,2nfpTNMmaewUAZNZnQUpP9,0.0,8,0.621,-13.710999999999999,1,0.8140000000000001,87.84200000000001,4,0.785,Die Biene Maja,95753,8,2013,2013-08-09,Mutter Willi - Teil 04
379,379,0.000466,0.5670000000000001,311265,0.633,1CDpECA2zyEgpMF44cV1ek,0.8029999999999999,0,0.10300000000000001,-7.551,0,0.0472,128.013,4,0.139,Operader,311264,0,2014,2014-12-18,Dynasty - Original Mix
380,380,0.00045099999999999996,0.409,280425,0.94,11XYYxCCI9TXcbWTzskb4N,4.92e-05,7,0.0785,-4.3260000000000005,1,0.127,139.861,4,0.326,SEVEN METAL,280424,0,2017,2017-01-01,Král
381,381,0.00134,0.602,289767,0.524,6iFXGWe1i7hUad1OC77L8N,0.00449,8,0.371,-9.359,1,0.33899999999999997,118.009,4,0.114,Superfunk,289766,4,2015,2015-07-27,Vocoder
382,382,0.0964,0.461,271387,0.20199999999999999,5avxprMZW0lF4fcwF0PI3o,0.895,3,0.139,-11.634,1,0.0388,128.145,4,0.133,Blue Cranes,271386,1,2011,2011-01-18,Hated Because of Great Qualities
383,383,0.000908,0.985,437760,0.875,3D3a946vkrNgWXoSU3miwz,0.892,9,0.113,-7.985,1,0.22699999999999998,125.01,4,0.606,Matt Sassari,437760,0,2018,2018-12-28,Duc de Sagan
384,384,0.456,0.612,120993,0.406,7uUWcxFcGSVPiCnFcmlwBt,0.0,5,0.32899999999999996,-17.022000000000002,0,0.961,186.36599999999999,1,0.344,Kai Hirdt,120993,0,2017,2017-12-28,"TEIRESIAS spricht - Perry Rhodan - Erstauflage 2941, Track 18"
385,385,0.0015199999999999999,0.48,275067,0.88,3U1pSVExMw2bWr9bLbHR46,0.081,7,0.179,-9.286,1,0.0688,143.06,4,0.48700000000000004,Dead Horse Trauma,275066,0,2008,2008-03-26,Fracture
386,386,0.000242,0.816,238237,0.836,6tE7NIzrxqGpIuL7P2Qn9y,0.733,9,0.141,-8.781,1,0.071,140.035,4,0.9420000000000001,Dj Zeki,238236,8,2010,2010-12-23,Club Wedding (Serbian Remix)
387,387,0.945,0.33399999999999996,248764,0.0425,0LJPhNreTCW3bWUZGawi6B,0.0,8,0.0976,-18.021,0,0.0868,173.226,5,0.268,Bashar,248764,0,2017,2017-03-15,Mati Tor Buke Shoailam
388,388,2.55e-06,0.503,261651,0.992,2CbrEC4Vqo41zMiZTV04JM,0.892,1,0.321,-5.966,0,0.17800000000000002,102.525,4,0.047,Deathrattle,261651,0,2015,2015-11-13,The Impaler
389,389,0.883,0.7340000000000001,84000,0.584,35pSTQRvTvP9vr7lyL6XrM,0.698,5,0.0414,-7.619,1,0.275,62.602,4,0.965,Hairy & Scary Creatures,84000,0,2017,2017-10-02,Theme from the Addams Family
390,390,0.00454,0.792,276880,0.5760000000000001,5A8ISOpQbPpd3eSXfIA0zv,0.0,11,0.0804,-7.459,0,0.0595,97.40100000000001,4,0.467,2nd II None,276880,34,2001,2001-01-01,Didn't Mean To Turn You On
391,391,0.846,0.544,401333,0.115,3XRbdC7q793UXia2w1DM97,0.000242,5,0.49,-14.925,1,0.0386,139.748,4,0.201,Lou Topet,401333,1,2015,2015-10-31,Zaldi Basatiak (Bonus Track) [feat. Rafa Rueda]
392,392,0.741,0.46399999999999997,206524,0.309,071B8S7XxIaPilMG84C9Cr,0.9129999999999999,7,0.124,-18.29,0,0.0403,123.637,3,0.256,Christophe Berger,206524,0,2012,2012-09-02,Ad lib
393,393,0.95,0.59,163200,0.35100000000000003,6YmO5ewX6Ur5Xzy0S6YL1v,0.938,0,0.0851,-17.398,1,0.0522,100.00299999999999,4,0.7120000000000001,Zen Meditate,163200,0,2018,2018-11-19,Inward Infinity
