,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist,duration,popularity,rd_year,release_date,track_name
340,0.0546,0.68,194776,0.982,4MtceICMblDVDBaS0VUl4U,0.0,2,0.703,-3.235,1,0.0589,124.967,4,0.237,Vishal Dadlani,194775,16,2015,2015-12-21,Peene Ki Tamanna
341,0.834,0.598,257867,0.125,447SejMTNN3MkJLCyjV8gj,0.035,11,0.114,-15.525,1,0.0387,111.371,4,0.0644,Hobby Horse,257866,2,2018,2018-01-26,Born Again Cretin
342,0.00164,0.502,96939,0.987,5evqgwcKdGdvk3YP2zsD60,1.21e-06,11,0.0524,-1.75,0,0.12,89.357,4,0.681,Fuse,96938,0,2019,2019-03-02,537 Sellouts
343,0.0627,0.698,197042,0.45,4YdeuiGDqb7WB7LlD96sUe,0.95,9,0.12,-8.655,1,0.0688,159.94,4,0.587,Draglyx,197041,0,2016,2016-02-28,ADM
344,0.283,0.522,341560,0.357,0OOj8W1sBPoQ159sfZ84AM,1.12e-05,7,0.104,-13.118,1,0.0339,111.868,4,0.661,Herb Ellis,341560,12,1994,1994-01-01,Big Red's Boogie Woogie
345,0.707,0.252,268000,0.14,79R443i2X31BijB11kliF8,0.757,6,0.139,-20.894,0,0.0383,133.887,4,0.229,Antonín Dvořák,268000,2,1995,1995-01-01,"8 Slavonic Dances, Op.72: No.1 in B (Molto vivace)"
346,0.495,0.103,179784,1.0,74DBhljsAogMoed66KeIYn,0.595,1,0.905,-9.968,1,0.0616,91.557,3,1e-05,Outside Broadcast Recordings,179784,0,2015,2015-04-25,Incessant Rain
347,0.22,0.742,288813,0.664,4lfOGcdiwOZQ0YwbQqYVi0,0.103,9,0.0857,-9.097,0,0.0488,111.035,4,0.258,Nostalgia 77,288813,8,2008,2008-03-10,Wildflower - Povo Remix
348,0.995,0.555,76120,0.0875,0XTxjOUt5eXCXyctlWFWTJ,0.142,9,0.443,-14.21,1,0.195,133.292,3,0.354,István Németh,76120,0,2014,2014-07-15,A punkosti rozsa (The common peony)
349,0.135,0.756,153773,0.741,5r5fQhvErGeg2VWLfsX5C8,0.752,5,0.0562,-7.233,1,0.0777,158.827,4,0.908,Diverse,153773,0,2011,2011-08-18,Overall Let
350,0.0116,0.797,247502,0.768,4R6GCNDBugrZligpzCGLsW,0.606,6,0.158,-5.692,1,0.0414,127.992,4,0.168,Åírös,247501,0,2018,2018-05-29,Max Volume
351,0.287,0.79,188813,0.626,1egt5yvpAAZhIYSLwMku13,0.0,8,0.535,-8.995,1,0.079,96.0,4,0.818,Ministere des affaires populaire,188813,13,2009,2009-04-05,"Profession saltimbanque, Pt. 2"
352,0.484,0.684,280660,0.455,5yBESa0olJi9vbEHCKlnUJ,0.877,9,0.0833,-16.844,1,0.0424,129.994,4,0.0696,Exist Strategy,280659,10,2015,2015-12-23,Winding Down
353,0.145,0.642,294693,0.646,2Z9S7w3b0zfvG7tw1WbFNb,0.00683,8,0.0642,-12.337,1,0.0336,169.996,4,0.961,Latina Allstars,294693,8,2003,2003-10-03,Scent Of Mariposa
354,0.332,0.632,120033,0.491,6bRAN5l5AZaKB5r2rX6EEj,0.903,11,0.227,-17.451,1,0.0632,110.007,5,0.961,Subterfugitives,120032,0,2017,2017-11-23,Leaving Pajama
355,0.12,0.756,334750,0.934,3GbdbUyyAxtaf74ciSVsJ2,0.292,7,0.0444,-6.084,1,0.0508,118.984,4,0.964,Zamali,334749,2,2014,2014-06-23,Disko Star
356,0.757,0.618,187011,0.366,204tNpOHZOztCUuEe90YFq,0.0,5,0.0562,-16.636,1,0.0542,105.024,4,0.967,Ismael Rivera Con Rafael Cortijo Y Su Combo,187010,3,2013,2013-01-01,Los Vaqueros
357,0.24,0.789,349200,0.32,0iEuV6GOKX9FOtFISxnxcy,0.892,5,0.127,-12.748,1,0.0511,100.006,4,0.421,Enrico Donner,349200,0,2013,2013-10-22,Ocean Breathes - Original Mix
358,0.984,0.56,191880,0.148,022UCuSVkiWULn2CwzUr0H,0.0,6,0.358,-21.028,1,0.0538,99.374,4,0.26,Richard Wagner,191880,0,2001,2001-01-01,"Siegfried (Sung in English): Act II Scene 3: Hehe! Sly and slippery knave (Alberich, Mime)"
359,0.0983,0.829,262866,0.541,3pPW5L7CmIe7zsEfh5zLAu,2.61e-05,5,0.0915,-7.553,1,0.103,92.0,4,0.593,C.Z & Frossard,262865,9,2019,2019-02-07,Pneumonia
360,0.929,0.519,340173,0.332,6bw3jk56yQmq7d12hKqisC,0.637,8,0.0917,-19.248,1,0.0567,91.313,4,0.655,Craig Harris,340173,0,1994,1994-12-31,F-stops: 1st Flow
361,0.991,0.308,293853,0.0336,08Rb59UhndWZYHzRwURRqp,1.3e-05,0,0.119,-17.668,1,0.0392,74.57,4,0.0627,Dmitri Shostakovich,293853,0,2011,2011-10-01,"Five Romances on Texts from 'Krokodil', Op. 121: Manual Demonstration"
362,0.0826,0.635,101356,0.718,09iVgQIdij43My5VAWeFPH,0.945,1,0.0732,-6.947,0,0.0342,96.034,4,0.949,Roger Molls,101356,7,2011,2011-08-19,The Pawnshop
363,0.872,0.0,10421,0.992,3kdyF8GJyxViZIZ5Zvmese,0.888,1,0.906,-18.262,1,0.0,0.0,0,0.0,Sounds Visual Ltd,10420,0,2012,2012-02-07,Street Entertainer Crowd Cheering And Applause
364,0.00246,0.662,486147,0.641,7j7Vb7d68DFb6gBflGcHjU,0.619,2,0.243,-10.224,1,0.0333,136.009,4,0.187,Gosh Music,486146,0,1997,1997-07-01,Gosh Music in Trance
365,0.288,0.606,168000,0.441,3eIB9HQ5NRIoCKP7GnaLiC,0.0679,10,0.244,-13.455,0,0.186,89.991,4,0.207,Dub Sharma,168000,7,2016,2016-04-06,Gall Kariye
366,0.0257,0.366,264520,0.838,0bfMPXLd7AEB0DK8Zt3IaD,2.27e-05,8,0.258,-4.633,0,0.0457,90.046,4,0.302,Absolute Steel,264520,1,2011,2011-03-20,Naughty Nanny
367,0.0169,0.438,262013,0.739,21hiYNz8hQBWQofFToGPvW,0.0,0,0.119,-7.339,0,0.0326,139.924,4,0.483,The Ready Aim Fire!,262013,0,2008,2008-05-29,The Arctic Surge
368,0.617,0.833,598120,0.352,3aVwmusu0SoMJss0DujJiy,0.0,9,0.319,-14.084,1,0.0433,117.848,4,0.878,The Tiny Boppers,598120,0,2012,2012-09-05,Musical Statues Megamix
369,0.0133,0.796,268667,0.451,4yHNPcq5mY8YduJB1rcJ8l,0.887,6,0.326,-9.923,0,0.0599,77.1,4,0.487,Clinton Fearon,268666,10,2008,2008-11-15,Lesson Two - Street Talk
370,0.88,0.253,109180,0.0434,6HQdVnkYMoUUIRxnLtN9uC,0.00447,5,0.119,-30.338,1,0.0636,177.864,3,0.417,The Mutant Members Only Club,109180,0,2015,2015-08-15,An Introduction by Lyn Haynes
371,0.0089,0.791,92410,0.366,7d0smgTmKvVMbBvjGdoS9G,0.946,9,0.0807,-14.985,1,0.0811,99.011,4,0.115,Carter Prescott,92410,0,2017,2017-08-11,Cancellation Revision
372,0.989,0.0976,199267,0.0427,6crQHjDwguIEcuuLKrRRR0,0.00248,8,0.0658,-31.12,1,0.05,88.899,4,0.0334,Harvard University Choir,199266,2,2012,2012-04-20,Beati Quorum Via
373,0.247,0.633,184960,0.339,2T3JFiaWSPHuH09oA1WRa9,0.0379,5,0.0504,-12.977,1,0.0269,133.588,4,0.794,The Box And Banjo Band,184960,0,1987,1987-01-01,"Foxtrot: Chanson D'Amour, April Showers, The White Cliffs Of Dover"
374,0.117,0.756,95634,0.492,5A3SJSn5EeOXFSb9SWFaAr,0.798,11,0.0744,-15.916,0,0.142,160.021,4,0.496,Miri Beats,95634,7,2018,2018-12-15,Destination
375,0.0399,0.191,200827,0.961,11u6yRGUXDcnLLuhvJoTqg,2.67e-05,7,0.164,-4.699,1,0.0952,159.77,4,0.243,Davey Porter and the Young Republicans,200826,0,2011,2011-11-11,That's When the Ninjas Attacked
376,0.329,0.65,289280,0.685,3zEuf1vWqBWaG5gOEuY9jC,0.197,9,0.12,-10.06,0,0.0399,112.005,4,0.876,Inisout,289280,0,2010,2010-07-06,Moral Agenda
377,0.0607,0.669,354872,0.571,2Fk8Ja1yzyXd4ri23Hpnq6,0.56,6,0.0965,-11.87,0,0.0402,117.009,4,0.251,Bas Jan,354871,1,2018,2018-04-27,Anglo Saxon Burial Ground - Lone Taxidermist Remix
378,0.00198,0.586,239573,0.708,3bTxCHIUvJs3SdiZlK9xIW,0.00181,2,0.111,-7.155,1,0.027,120.302,4,0.52,Todd Giudice,239573,0,2006,2006-12-12,Talking To Maryann
379,0.83,0.491,207964,0.485,1mOpEpq66KEcx7CwVmJ9ym,0.904,11,0.121,-12.673,0,0.0329,80.021,4,0.0386,Ilgaz Fakıoğlu,207963,0,2017,2017-03-12,Ant
380,0.00364,0.417,51133,0.991,6GrN81rDdBHmxNttfizE4h,0.0429,10,0.185,-4.373,1,0.0569,98.737,4,0.404,Deep Sleep,50805,0,2008,2008-06-01,Curbside Breakdown
381,0.992,0.312,674320,0.112,2Y9HRJLoHHxRrhln9wcTlC,0.00146,8,0.0706,-18.531,1,0.12,84.071,3,0.0522,José Carreras,674320,0,2008,2008-01-01,Signora... Parigi O Cara
382,0.856,0.514,117000,0.507,6qmS6DRgzqIQ59DfnMooho,0.0,11,0.828,-19.479,1,0.937,149.78,5,0.628,Dave Anderson,117000,0,2001,2001-09-01,Old Girlfriends
383,0.0487,0.665,201907,0.864,4qBZMHSaxzK1lmKCqPOyTV,0.0117,0,0.0229,-7.412,1,0.104,101.082,4,0.773,The Jank,201906,0,2009,2009-12-12,Sad Irony
384,0.992,0.377,244616,0.027,0oYpL4iDhZirA5ctnB6vcA,0.945,7,0.125,-22.285,0,0.0368,131.545,4,0.13,Dean Stance,244616,64,2017,2017-08-29,We Don't Talk Anymore
385,0.0504,0.765,223333,0.62,5o5aLEhxNVpqiotR0xNSR1,0.0,8,0.0516,-13.523,1,0.0824,100.051,4,0.858,Serap Acar,223333,0,1996,1996-05-10,Yama
386,0.0231,0.66,232031,0.719,6KFM5RxMCKNIWljIozatMm,0.138,0,0.0426,-6.009,1,0.0363,128.002,4,0.903,Audioscape,232031,9,2013,2013-08-06,Flashes - Apple & Stone Remix
387,0.048,0.522,232973,0.472,655T2cn2kCgSqksq7kDt08,0.0563,9,0.107,-8.941,0,0.0267,139.991,4,0.146,Ta Phota Pou Svinoun,232973,0,2001,2001-02-27,Soap - opera
388,0.00024,0.797,472480,0.716,5I5j1Bkq7jNd27HuLe2y12,0.811,1,0.0679,-10.194,1,0.0699,129.984,4,0.199,Rodrigo Diaz,472480,0,2016,2016-07-19,Ganjah
389,0.994,0.441,72400,0.0731,2qLy1vSUV8UAbqa6dnkTIP,0.949,7,0.152,-23.08,1,0.0554,89.931,1,0.302,Minami Nozaki,72400,0,2011,2011-03-30,A Sketch
390,0.977,0.271,591893,0.0848,7oau1Kw4uvrGemnk9BchXU,0.772,2,0.127,-20.27,0,0.0446,72.779,4,0.0756,Benjamin Britten,591893,0,2012,2012-04-16,Gloriana - Symphonic Suite from the opera Op. 53a: III. The Courtly Dances
391,0.000952,0.257,228609,0.969,1IGfCzgQFRDPtO9IVtgu9z,0.131,1,0.409,-4.696,1,0.0841,102.359,4,0.468,Into Infernus,228608,5,2016,2016-12-16,Frost & Cinder
392,0.993,0.261,142858,0.257,1GwmSLMRURzAjSrbN5LFVF,0.000603,2,0.124,-16.121,0,0.0331,69.31,3,0.0373,Igor Stravinsky,142857,0,2015,2015-01-01,Canticum sacrum ad honorem Sancti Marci nominis: Ad tres virtutes hortationes. Caritas
393,0.00196,0.582,208000,0.989,1avbt4nRhoP8EYYu53uMry,0.00574,7,0.687,-1.504,1,0.104,150.056,4,0.315,Ido B & Zooki,208000,13,2016,2016-03-31,Puffin Marleys
394,0.918,0.105,1242000,0.17,3Uan6W5llfwCKkdWoXpI9i,0.901,8,0.107,-18.787,1,0.0424,172.755,5,0.0313,Frank F Luca Braga,1242000,0,2018,2018-12-13,Creature
395,0.57,0.813,297066,0.49,6ek2Rf1VxUUxsEsuh4NvSI,0.0,7,0.129,-7.792,1,0.374,88.002,4,0.609,Shaadie,297065,0,2016,2016-01-05,Thumbs Up
396,8.63e-06,0.479,153650,0.658,4c6pIcYcHiUy3u3GHnYxBM,0.854,9,0.109,-8.753,0,0.034,104.309,3,0.292,The Spectre Collective,153650,1,2019,2019-01-18,Stiff Weasel
397,0.932,0.461,196500,0.863,0jja9kdAa6OP4o1ZN2z3Kk,1.12e-06,10,0.696,-7.697,1,0.305,159.733,4,0.431,U.S. Drill Sergeant Field Recordings,196500,8,2014,2014-12-16,C-130 Rolling Down the Strip (160 BPM)
398,0.946,0.201,241293,0.144,5988Zh1oyDrx18DsfFy5XU,0.00121,5,0.142,-13.116,1,0.039,137.665,4,0.0452,Prakash Rao,241293,0,2007,2007-06-10,Agni Gayathri Manthram
399,0.0744,0.633,355013,0.814,30FIIWIWAukjzGJynu7MoW,0.895,2,0.0701,-8.146,0,0.0474,174.016,4,0.705,Thunderball,355013,12,2016,2016-12-02,Scorpio Rising
400,0.176,0.662,264752,0.406,6nWPdxBRffHuZUVBOAzPbP,0.0849,0,0.358,-15.645,1,0.043,153.999,4,0.508,Tukaine / Salote Fonolahi / Greg Leacock,264752,0,2008,2008-05-28,Thankful
401,0.0189,0.673,114113,0.847,166rDfQePhO7ZZPl6n0P3P,0.347,9,0.155,-9.57,1,0.0436,133.445,4,0.677,Interdimensional Vortex League,114113,0,2016,2016-08-12,Headless Humans Donating Organs (Electric Mix)
402,0.991,0.187,231185,0.0121,4pmrzu6qLk7f2ytWskpm6b,0.912,7,0.102,-25.499,1,0.0398,78.273,4,0.0374,Natural Treatment Zone,231184,0,2017,2017-09-26,Enlightened Consciousness
403,0.745,0.542,410802,0.375,7zA4WyGuGzXNmcHgtc9PrD,0.735,0,0.172,-16.828,1,0.224,157.033,4,0.764,Jarok Baloch,410801,0,1990,1990-01-01,Kadi Tanha Be Nindye
404,0.671,0.479,271267,0.465,7CP31eGR55fjq4o0FLmkdT,0.0,1,0.104,-5.909,1,0.03,179.916,4,0.208,Daryl Ong,271266,52,2015,2015-01-01,Ikaw Na Nga
405,0.00569,0.711,190080,0.918,001TQS36RJNBKTge2VHPCf,0.931,9,0.663,-10.141,0,0.057,124.974,4,0.896,Tom Dolby,190080,0,2018,2018-12-22,Toolkit
406,0.000833,0.779,210051,0.459,1wi6h6XLQna2o9Iicss1Ii,0.747,10,0.109,-8.689,1,0.0597,88.001,4,0.648,Keron Williams,210050,0,2018,2018-02-12,Microscope Instrumental
407,0.408,0.792,425373,0.663,6idx2X6PWMsA2x5hC0V8DB,0.000662,10,0.111,-6.59,1,0.226,105.06,4,0.584,Quincy Jones,425373,22,2010,2010-11-09,"Betcha Wouldn't Hurt Me (Feat. Mary J. Blige, Q-Tip and Alfredo Rodriguez)"
408,0.314,0.603,186440,0.513,59Q1MBZCwYlWCj2biv3CPO,0.0,2,0.0437,-9.938,1,0.0638,123.966,4,0.486,The Jive Aces,186440,7,2008,2008-12-08,Once More (feat. Chick Corea)
409,0.909,0.138,78067,0.385,5gj66kOZg0QKdQ7LsM3jRv,0.899,2,0.536,-13.813,1,0.035,82.981,3,0.131,Richard Strauss,78066,0,2000,2000-01-01,"Josephs Legende, Op.63: Eine mächtige Säulenhalle im Stile des Palladio - Anfang - Live"
410,0.995,0.427,154880,0.0756,5lDFEMa1VsScvi09aGRNYw,0.742,5,0.13,-15.813,1,0.0307,76.514,4,0.413,Thomas Stabenow,154880,0,2003,2003-11-03,Amagansett - Jazz Take
411,0.913,0.413,26646,0.177,76WgoWwEis91SU3pEdAe0g,0.979,5,0.126,-32.379,1,0.0608,148.647,4,0.191,Nearing Fidelity,26645,0,2016,2016-09-15,Heartfelt Rendition
412,0.00527,0.648,195631,0.493,3gPKKSsQNstOhiD7MW6uBH,0.0878,10,0.0704,-12.149,0,0.0402,154.985,4,0.557,Ellen Lang,195631,0,2017,2017-05-26,Thnks Fr Th Mmrs (Karaoke Version) [Originally Performed by Fall Out Boy]
413,0.00342,0.541,267240,0.771,4rZE5HN03Wc2G1w7qtnYI5,0.0671,8,0.0997,-4.732,1,0.0288,105.026,4,0.169,TILT X,267240,0,2010,2010-11-19,Sin Of Omission
414,0.996,0.493,84360,0.0294,35jgTgA6gPeuNyfTKxEupG,0.839,0,0.143,-25.528,1,0.0704,76.761,4,0.348,Rosa Mateu,84360,0,2005,2005-01-01,Homenatge a Falla: I. Preludi
415,0.518,0.872,300199,0.782,3GbRAqmFTXUEucJ9YNQxNN,0.0216,11,0.0965,-7.123,0,0.19,91.005,4,0.97,Hariharan,300199,0,2013,2013-06-21,"Penoda Potti (From ""Friends"")"
416,0.984,0.172,211281,0.13,6u5HNckvwyDT6KwuKXAJES,0.661,1,0.103,-16.543,1,0.0373,81.552,3,0.0513,Meditation Mantras Guru,211280,19,2016,2016-10-20,Zen
417,0.101,0.9,147447,0.181,0L44tzA36Ybuaf7y9IhtUu,0.191,6,0.0927,-19.732,0,0.0785,117.937,4,0.78,Jazz Relajante,147446,3,2018,2018-11-27,Montevideo Jazz Club
418,0.191,0.537,354000,0.615,4sZcD46sHdmKEKwQL55Oy0,0.000527,7,0.13,-9.25,1,0.0324,119.91,4,0.393,Funkyhairman,354000,0,2007,2007-10-24,The Lamplight
419,0.98,0.398,444333,0.278,3Abh61OkMacTx7aFtPBLpu,0.88,5,0.0852,-14.449,1,0.0442,134.092,4,0.106,Alexey Lapin & Yury Yaremchuk,444333,0,2010,2010-04-15,Anatomy of Sound. Transformations
420,0.701,0.346,196560,0.413,1roPyEy5ROXps4HLuPZOmD,0.174,5,0.101,-10.818,1,0.0396,134.198,3,0.71,Sven Nyhus,196560,4,2010,2010-02-26,Blaff I Stakken (Pols)
421,0.0187,0.578,293976,0.683,4dg6xpiWnrpLxtXQ1C88ak,1.6e-05,7,0.0872,-6.745,1,0.351,91.493,4,0.404,Down to Dirt,293976,0,2016,2016-10-02,Lullabies (feat. Kelvin & Polly Amorous)
422,0.000536,0.494,220147,0.828,5iWSa2G0KEEMtkq0vccYtc,0.079,4,0.33,-4.837,0,0.136,120.714,4,0.294,Mod Flanders Conspiracy,220146,2,2005,2005-03-25,Laying Roadside Talking To Corpses
423,0.956,0.608,199453,0.172,126pE6Derbe2z5ZPv8GqEc,0.0,2,0.0995,-12.881,0,0.0388,113.396,3,0.441,Diana Panton,199453,31,2015,2015-01-01,The Rainbow Connection
424,0.0108,0.37,202840,0.528,5xQLGagInKXIqEzkXxTPc6,0.0133,0,0.264,-12.316,1,0.0587,104.692,4,0.152,At The Close Of Every Day,202840,0,2004,2004-01-01,The new day revival - (Live in Brussels)
425,0.534,0.477,242638,0.7,5cgvrRdOGpbqanXgZ8wMxu,0.753,0,0.156,-5.579,0,0.0334,140.006,4,0.313,Saturno,242638,14,2018,2018-07-01,Tears of Joy
426,0.818,0.323,213040,0.423,7452M6kJAdbEX6iRytjt5b,0.0,10,0.338,-7.479,1,0.042,116.226,4,0.229,Maria Candido,213040,0,2010,2010-01-01,Gondolier
427,0.0352,0.617,225000,0.866,6mqhT9rEoFiwTcFxcgIi3O,6.53e-06,0,0.0821,-6.502,1,0.032,155.03,4,0.686,Gem Boy,225000,11,2002,2002-08-13,Donna PC
428,0.00687,0.72,103360,0.683,1PAtZJqu9rkWSc9HQH28iA,0.532,11,0.0526,-9.763,0,0.06,124.308,4,0.896,Minutemen,103360,30,1982,1982-01-01,Fake Contest
429,0.503,0.629,586584,0.737,5IDKbXGT39k1yKi5nBTNLG,0.789,2,0.098,-13.439,1,0.0388,105.987,4,0.357,MONKEY TIMERS,586583,2,2016,2016-08-17,Plastiq(Keita Sano Remix)
430,0.89,0.269,112280,0.0603,2aNbhTZ2YHUeV6B1l6uwKX,0.948,7,0.109,-33.073,1,0.0405,131.083,3,0.174,Pyotr Ilyich Tchaikovsky,112280,1,2015,2015-12-04,"The Snow Maiden, Op. 12, ""Snegurochka"": No. 5a, Melodrama"
431,0.0277,0.677,123351,0.868,6RlSnc4Wxzdex4Tv0HFioD,0.0,4,0.327,-5.676,0,0.364,144.0,4,0.633,Timothy Westbrook II,123351,0,2014,2014-04-20,Opp
432,0.297,0.0,12237,0.0108,43leVhQIroUGDfHfStYMLm,0.0,0,0.193,-20.858,1,0.0,0.0,0,0.0,Sound Ideas,12236,0,2014,2014-11-07,"Ferrari Testarossa Engine Starts, Idles, Accelerates Slow Continuously, Idles & Shuts off, From Rear Tires"
433,0.0399,0.454,68258,0.815,6gBry5DIa8aQbOnGqnBiGx,0.769,0,0.196,-11.264,0,0.094,98.544,4,0.144,Fuse Fixed,68257,0,2016,2016-06-25,SWM 200k
434,0.00185,0.81,309677,0.825,1MvQfVBLfjh40jIlsgTWB3,0.876,7,0.0425,-10.342,1,0.113,123.999,4,0.359,House Style,309677,0,2019,2019-01-25,Trendy Emotion - Las Vegas Mix
435,0.505,0.709,198373,0.363,00NroBkSlaRuzxitoi2rmn,0.49,2,0.134,-13.411,0,0.0262,97.987,4,0.467,Storm Gordon,198373,0,2006,2006-02-24,Rocking Stone
436,0.605,0.235,94000,0.359,0XePAh9sQsc4Wa9fcQKH7z,0.931,11,0.138,-17.58,0,0.0345,78.889,3,0.0384,Ocean Waves For Sleep,94000,0,2018,2018-09-21,Beachside Mind
437,9.67e-05,0.503,288000,0.92,5mSqfXQ5SoYakgQJnEAtDa,0.919,7,0.121,-7.959,0,0.0384,120.006,4,0.724,Jean-Jacques Vitel,288000,0,2018,2018-12-22,Critical Point
438,0.343,0.715,447360,0.421,2mtw5UsDJtjT1dkE3R98mB,0.91,2,0.36,-16.91,1,0.0513,126.006,4,0.0736,Friendy Tox,447360,0,2017,2017-04-01,Frustrating Webs
439,0.968,0.374,291693,0.38,6MToSJTNguIaHZedP3eMkh,0.0038,5,0.211,-15.827,1,0.0861,81.562,4,0.432,Peter Klein,291693,0,2016,2016-06-01,"Ariane à Naxos, Op. 60, TrV 228a: ""Die Dame gibt mir trüben Sinn"" (Brighella, Scaramuccio, Harlekin, Truffaldin, Zerbinetta)"
440,0.587,0.603,349187,0.623,3Mw4Wm5tqMKSkhAaRMUbqN,0.00558,7,0.0764,-9.721,1,0.0784,118.059,4,0.89,Giovanni Imparato,349186,0,2012,2012-06-11,Aye Aye
441,0.741,0.64,568738,0.635,6o9YYqiFUc5BuImj3F15tL,1.32e-05,10,0.108,-8.155,1,0.0593,90.784,4,0.8,System Band,568738,0,1998,1998-01-01,Se sa bib la mande - Live
442,0.245,0.919,189026,0.685,7dacbpwsrFBbGEAoaFj9me,0.0,6,0.0692,-4.151,0,0.0526,110.163,4,0.976,Gildardo Montoya,189025,7,2017,2017-12-08,El Transistor
443,0.995,0.512,196440,0.216,6oyjkLuueSGBaXqKROiv4g,0.905,7,0.11,-18.339,0,0.0554,108.859,4,0.22,Johann Sebastian Bach,196440,4,2000,2000-01-01,"Die Kunst der Fuge, BWV 1080: No. 12a, Contrapunctus"
444,0.291,0.798,180550,0.627,0JWprbHnk0ZzJZiRHVMu92,9.52e-06,2,0.269,-6.802,1,0.0941,109.037,4,0.295,S0ulfood,180550,0,2018,2018-08-24,Effort
445,0.0121,0.815,207200,0.54,04P6gz4IbrQY4mijXiZ7gw,0.867,11,0.0469,-10.593,1,0.074,106.322,4,0.396,omid,207200,0,2007,2007-08-28,Warsaw's Tablaw
446,0.963,0.648,172227,0.156,2K28r1gyyooBcVSHLlnEnA,0.636,7,0.106,-24.071,1,0.0553,120.107,4,0.523,Sound Effect Kings,172226,0,2009,2009-01-01,Podcast Music Volume Two 34
447,0.000991,0.441,252238,0.756,4JNKr3KpikAGR0DdrLHRpv,0.0068,7,0.333,-6.369,1,0.289,177.614,4,0.523,Pumpkinhead,252238,4,2005,2005-08-24,Jukebox
448,0.0228,0.929,224810,0.777,32beBu2Zdizq0HLVK3B4dr,0.0,7,0.102,-4.517,1,0.287,97.951,4,0.507,Silex Eloquência,224809,0,2014,2014-09-15,Futuro
449,0.0432,0.331,255027,0.467,2UzwY5i4M1fiuqEuXgW99F,0.000374,0,0.103,-11.518,1,0.0308,94.93,4,0.143,SevenMinusZero,255026,0,2007,2007-03-20,Hiding
450,0.989,0.256,245187,0.0465,0J39I96oiF4AtV5jlJDw63,0.0112,5,0.187,-17.797,0,0.0376,95.271,4,0.0743,My Brightest Diamond,245186,18,2011,2011-10-18,She Does Not Brave the War
451,0.851,0.361,70093,0.263,7fCcJixjaafRSOv1PPzoGH,0.00721,11,0.157,-24.939,0,0.0354,78.445,4,0.952,Maurice Greene,70093,1,2014,2014-11-11,A Collection of Lessons: Pieces in A Minor: I. Allegro
452,0.053,0.139,240000,0.972,0yORhp81s2wESY18MQGRDr,0.00951,5,0.975,-4.818,1,0.121,147.266,4,0.246,Iggy Pop,240000,0,2014,2014-03-18,Street Crazies
453,0.932,0.144,231227,0.0122,0V64ji9q6lx31RLe8TlT0o,0.0352,7,0.147,-34.344,1,0.0446,82.681,5,0.0364,Jules Massenet,231226,0,2014,2014-01-01,La vierge: Scene 4: The Assumption: Prelude
454,0.968,0.487,213613,0.255,28Eye64aU6Hq2kbSBhWJC3,0.00298,9,0.128,-14.344,1,0.0714,133.52,4,0.621,Dave Mehling,213613,0,2013,2013-01-19,Tomb
455,0.00108,0.483,218201,0.995,2c2oZhjK63zcadd9LvKPlE,0.00015,4,0.22,-5.381,0,0.0779,149.973,4,0.567,The Liberate,218200,0,2016,2016-09-18,Spy Charge
456,0.459,0.765,218421,0.581,0WWVkDpYnIZzq01Xmg6Sb8,0.00077,5,0.135,-10.487,1,0.0395,128.92,4,0.66,John K. Samson,218420,24,2016,2016-10-21,Fellow Traveller
457,0.987,0.259,258733,0.0623,1vfbLBtHk0jtbry1Pk6Hkt,0.756,2,0.0634,-19.99,1,0.0326,64.32,3,0.122,Michael Nyman,258733,40,1993,1993-01-01,The Scent Of Love
458,0.0,0.0,4760,0.45,0jcvezB9zNdXNgytPoU9nk,0.0,0,0.0,-19.062,1,0.0,0.0,0,0.0,Digiffects Sound Effects Library,4760,0,2016,2016-02-27,Swishing Whip Swoosh Version 4
459,0.00013,0.681,196680,0.956,68Bur1v5zlB2XQUILlDSBd,0.000361,4,0.108,-3.744,0,0.069,115.063,4,0.312,N17,196680,1,1999,1999-01-01,Brash
460,0.318,0.696,153302,0.215,3v0RWyMayAVEqHTlfvQUJ5,0.333,0,0.121,-19.925,1,0.0579,137.996,4,0.0477,Trey Michaels,153301,0,2019,2019-01-15,Blueberries
461,0.917,0.298,59999,0.00936,0FE0GhUjFityzNPlwFmdVd,5.71e-06,2,0.106,-35.14,1,0.0718,60.013,4,0.0297,Yoga,59998,2,2019,2019-03-08,Peacefully Attuned
462,0.00203,0.367,166534,0.97,5R1u6zXSEOmIp7eBIxfJXH,0.00747,11,0.289,-6.23,1,0.356,195.013,4,0.309,Touch of Ego,166533,0,2017,2017-04-10,Meat
463,0.858,0.145,174276,0.126,4C8RyoGl8dbHhHME8GoC1v,0.852,4,0.123,-23.289,0,0.0353,72.058,4,0.0395,Nature Sounds Nature Music,174275,0,2018,2018-08-05,Amrita
464,0.0723,0.732,210651,0.709,5DhPPiULuuXllyVd3T8ZaN,0.0,10,0.0859,-4.145,0,0.147,136.047,4,0.529,Meek Mill,210651,48,2016,2016-08-26,Gave Em Hope
465,0.978,0.418,342293,0.196,7EtQPDw7DKCV2mY7qNsic5,0.859,5,0.329,-13.742,0,0.0448,152.463,4,0.279,Trio Chana Tova,342293,1,2000,2000-01-01,Ani ole Lirushalayim
